Video ID,Video Text Create Timestamp,Video Description Text Segments 1,Video Description Text Segments 2,Video Description Text Segments 3,Video Description Text Segments 4,Video Description Text Segments 5,Video Description Text Segments 6,Video Description Text Segments 7,Video Description Text Segments 8,Video Description Text Segments 9,Video Description Text Segments 10,Video Description Text Segments 11,Video Description Text Segments 12,Video Description Text Segments 13,Video Description Text Segments 14,Video Description Text Segments 15,Video Description Text Segments 16,Video Description Text Segments 17,Video Description Text Segments 18,Video Description Text Segments 19,Video Description Text Segments 20,Video Description Text Segments 21,Video Description Text Segments 22,Video Description Text Segments 23,Video Description Text Segments 24,Video Description Text Segments 25,Video Description Text Segments 26,Video Description Text Segments 27,Video Description Text Segments 28,Video Description Text Segments 29,Video Description Text Segments 30,Video Description Text Segments 31,Video Description Text Segments 32,Video Description Text Segments 33,Video Description Text Segments 34,Video Description Text Segments 35,Video Description Text Segments 36,Video Description Text Segments 37,Video Description Text Segments 38,Video Description Text Segments 39,Video Description Text Segments 40,Video Description Text Segments 41,Video Description Text Segments 42,Video Title Text Segments 1,Video Text Update Timestamp
OLerA2lBK-Y,2021-02-10T16:55:58.745046+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pony Creek 99.1 Clovis, New Mexico Feb 10 2021",2023-08-11T01:30:19.859033+00:00
X3imRwHF-1Y,2021-03-01T15:23:30.31464+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelin' Trav and Olivia go to Oklahoma,2023-08-09T16:15:39.461895+00:00
9gePdFgaM-I,2021-03-09T13:02:34.522169+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,number 7,2023-08-11T08:29:08.715265+00:00
0bobmSU4YI0,2021-03-11T19:01:58.224824+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,travelin' trav hanging out with Jeremy Studdard and family!,2023-08-10T21:12:03.455927+00:00
uReFlo3B9E4,2021-03-15T19:15:42.240302+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,travelin' trav gets locked in a chicken coup!,2023-08-11T10:52:08.66707+00:00
m9Jjx5Z4cb4,2021-03-15T19:26:05.368045+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repairing the chicken coupe,2023-08-09T17:45:08.601467+00:00
HliskaeTP9M,2021-03-15T20:00:12.812981+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holly,2023-08-10T15:16:15.601633+00:00
pACQFgC1rzw,2021-04-03T16:30:33.682795+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 weeks after my brother's suicide,2023-08-10T14:59:06.808089+00:00
yeh0shL5PQ4,2021-04-04T13:45:02.436999+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letting Go,2023-08-10T22:15:57.310675+00:00
BOTk3AJgD8s,2021-04-04T16:32:28.44483+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At a Crossroads,2023-08-10T01:00:24.710831+00:00
rudT6AV2fh8,2021-04-14T17:30:19.947736+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zac Brown--Dakota wholehearted singing,2023-08-10T19:47:23.731664+00:00
 -GODb5GNv1g,2021-04-19T18:55:26.557152+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poco a poco...paso a paso,2023-08-10T20:10:58.863245+00:00
iuGWdAWJdRM,2021-04-24T23:18:23.166456+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I will not doubt in darkness,2023-08-10T18:37:51.882428+00:00
yAaDF7wsYhk,2021-04-25T00:59:09.171857+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,with Lina in the park,2023-08-11T03:52:05.90769+00:00
oR2QHYFfZx4,2021-04-28T00:20:14.976908+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the lamb who was slain,2023-08-10T05:09:22.317728+00:00
X0853GuMP84,2021-04-28T00:39:46.56368+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reviving an old song,2023-08-10T21:12:00.920878+00:00
Lfbxtfhc0-k,2021-04-29T15:52:11.808677+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,learning to learn,2023-08-10T19:03:41.68855+00:00
M1ZFzl4Ni1g,2021-04-30T17:15:21.265357+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your last day,2023-08-10T22:42:18.429266+00:00
_s6xDcr7I3s,2021-05-01T14:59:14.913528+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transcend Suffering by Answering a Calling,2023-08-11T00:47:27.768477+00:00
fr8fUxXtnK4,2021-05-01T19:08:46.30802+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I shows up,2023-08-11T11:03:07.695352+00:00
YGCIcqcpLWw,2021-05-05T17:30:07.687497+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meeting with Dr Harold Aldridge,2023-08-10T04:56:26.042223+00:00
cwG9IC3i-sQ,2021-05-08T21:51:49.482889+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depew oklahoma motorcycle rally,2023-08-10T09:16:29.291912+00:00
W0dP2HMWcso,2021-05-13T20:21:50.37587+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this is what it's like today,2023-08-10T02:15:00.851891+00:00
yJ-ZpixBwe4,2021-05-16T01:32:25.564695+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"shout out to Hoimaha, Becky, Loysezelle, and Angie",2023-08-10T04:00:09.440946+00:00
Y0ef96Aoims,2021-05-18T19:12:40.641401+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelin' Trav genesis story,2023-08-10T20:27:25.604469+00:00
6_CTzCoSKn4,2021-09-19T19:20:45.115044+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Learn to Practice. Learn to Play,2023-08-10T15:55:59.209719+00:00
lAHPl0o9CZ8,2021-10-28T14:44:20.441187+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadia's bunker,2023-08-10T14:58:18.20324+00:00
mstj-rNHGMc,2021-11-08T15:33:48.458446+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magic in all things,2023-08-10T08:10:12.867268+00:00
t6yxvXYST14,2021-11-24T02:11:29.323022+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelin' Trav: Henry David Thoreau's Quiet Desperation,2023-08-10T12:36:25.326215+00:00
xqIrUFvkqXo,2021-11-25T20:31:35.238481+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelin' Trav: From Desperation to Love,2023-08-11T07:52:48.942689+00:00
zT-zeQkBMDU,2021-12-01T17:48:29.185845+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guitar Lesson: A minor scales and chords,2023-08-09T15:55:08.473663+00:00
g6NSd7QcyYw,2021-12-01T19:48:20.39349+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guitar Lesson: Eminor scales and chords,2023-08-10T14:09:19.126815+00:00
2wEmIIjGKv4,2021-12-03T01:43:13.917862+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creative Practice and Musical Philosophy,2023-08-10T16:43:45.06482+00:00
A1yZdirxm4w,2021-12-05T00:58:53.023448+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ukelele Lesson: Beginner (Hello, My Friend)",2023-08-10T09:10:09.171105+00:00
6wSdVQylotM,2021-12-05T01:11:02.042986+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Travelin' Trav: Jesus, Thoreau, & the Blackjack Oaks",2023-08-10T19:18:57.139991+00:00
js5vXqrGW9U,2021-12-05T18:33:40.29797+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelin' Trav: Freedom From Suffering,2023-08-10T02:00:32.877869+00:00
RDQ6pUPmAmU,2021-12-05T18:47:03.389332+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelin' Trav: Rise Up Now,2023-08-11T02:08:25.339283+00:00
 -_J7kLDWpX0,2021-12-09T16:33:20.799774+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelin' Trav: Roll In My Sweet Baby's Arms,2023-08-11T15:24:01.174276+00:00
Ewdk5kaRCyA,2021-12-23T04:37:47.587555+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen Schettini: releasing unhelpful details,2023-08-11T10:16:34.418665+00:00
hrm0BHIRbaI,2021-12-23T04:30:08.667114+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gonchi's flute, Pema Chodron, Eastern High Plains",2023-08-10T10:29:50.466945+00:00
HavMefcdRLA,2021-12-29T13:53:52.028206+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rumi Poetry #1 (How Long Will You Hide, Like a Life Giving Sun)",2023-08-11T12:33:37.394422+00:00
mBHPboJKkcM,2021-12-30T13:55:42.482445+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rainer Maria Rilke: Book of Hours 1:1 & 1:2 Love Poems to God,2023-08-11T03:09:36.527311+00:00
rUGpJfMcL0I,2022-01-12T21:11:58.599367+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Labor and the Expression of Worth intro,2023-08-10T02:56:24.317925+00:00
ystTrxSHBbg,2022-01-05T17:28:34.432976+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hope for the future,2023-08-10T12:27:07.391004+00:00
7Id83r6KnUI,2022-01-05T18:16:59.788585+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A singing Bowl & The Reasonable Homecoming,2023-08-10T07:09:05.55174+00:00
QnBzG-u7ICc,2022-01-05T19:31:16.850825+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Learn to Practice, Learn to Play",2023-08-11T02:41:32.033346+00:00
jnkvOq9tE_w,2022-01-07T14:20:43.260516+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"you are not alone, you are loved.",2023-08-10T06:44:17.902448+00:00
MJQgn1syt_E,2022-01-08T22:31:36.803667+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelin' Trav: Acknowledgement & Resolution,2023-08-10T04:07:20.091047+00:00
Yvd81g6tWyk,2022-01-11T17:56:31.756083+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Singing Bowl & A Reasonable Homecoming,2023-08-11T10:04:44.552036+00:00
g_pgVAANHI0,2022-01-16T21:35:00.453254+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,For Timothy,2023-08-10T13:54:48.228773+00:00
70fYlraXPQ8,2022-01-17T21:16:59.17224+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L&tEoW...Travelin' Trav and friends,2023-08-10T15:29:52.910481+00:00
BmUV_xaszy4,2022-01-18T14:54:24.737507+00:00,"Love, She never fails, my friends. Let us give thanks for all our teachers. Let us give thanks to our ancestors. Let us give thanks for all who have gone before us. Let us give thanks to all those in our lives who have given us context for our own being.  May that which is True in us rise up in great strength today. Join me as we celebrate together that beauty which is being born into the nosotros (our ""we"" space). May we be willing to answer our calling to the labor which expresses our deepest worth today.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L&tEoW #1 Love Never Fails & Zac Lee Jazz,2023-08-11T00:13:25.23831+00:00
TXcqDdWJE60,2022-01-20T18:54:13.571364+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guitar Therapy,2023-08-11T13:38:20.492568+00:00
y27MAy8cpIg,2022-01-31T12:04:30.857451+00:00,0:00," introduction
",1:25," internal migration
",2:35," spirit guides
",3:20," One
",4:44," Great Little House Productions
",5:33," Remember Zion
",6:14," standing upright
",8:07," simplicity
",9:35," reborn
",11:40," Symbols and Assembly
",12:45," Self-Reliance
",15:10," Remember Zion
",18:48," Love Never Fails
",22:44," Ache
",23:28," L&tEoW
",24:28," Tigers Tigers
",26:35," Zac Lee
",28:35," Cad's improv
",31:00," Zac's improv
",33:23," Matt's improv
",37:00, taking it seriously,L&tEoW: Symbols and Assembly,2023-08-09T16:17:22.417276+00:00
7tAxIDU_0kE,2022-02-01T03:25:37.900257+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L&tEoW: St Francis of the Woods,2023-08-10T09:35:24.054866+00:00
_5am351tyAA,2022-02-03T09:44:00.519331+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What is Informed? sensemaking?,2023-08-10T00:49:28.342891+00:00
SjvwHCaJBOY,2022-02-04T20:41:23.246856+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L&tEoW: Octave exercise and Mike Walker,2023-08-10T00:03:42.440201+00:00
yI2QEM0v530,2022-02-10T16:26:31.100702+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Return to Nature,2023-08-10T02:48:38.865514+00:00
aVD7FhCh2_s,2022-02-12T19:19:23.203446+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adam Lau & T...video starts at 5'45""",2023-08-10T09:56:06.716479+00:00
NbL4stOa9pA,2022-02-13T10:25:29.890657+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chris, mullets, punchlines",2023-08-09T17:17:37.982716+00:00
vUTxtZmudwE,2022-02-25T17:48:14.447508+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putin, Ukraine, & snowshovels",2023-08-10T20:30:29.287888+00:00
BKWkFoQG_Ds,2022-03-10T09:17:14.303501+00:00,a reminder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a reminder,2023-08-10T14:46:33.689815+00:00
XE_MBSGEDuU,2022-03-10T09:34:33.405256+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you are loved.,2023-08-11T01:29:19.455288+00:00
In4zYNGvAXc,2022-03-16T00:18:45.776881+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hello, my friend!",2023-08-10T07:08:26.899246+00:00
hOxyxFojdcg,2022-03-17T22:26:00.63092+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warrior Spirit Risin' Up,2023-08-11T14:46:25.737093+00:00
 -lL7xDdy2YM,2022-03-17T22:54:05.522705+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Search for 12 Juntos,2023-08-11T11:18:51.084628+00:00
Y-wXiYkum8I,2022-03-18T13:17:19.377427+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Search for 12,2023-08-10T07:08:06.277212+00:00
2ZxUkLfj4jc,2022-03-18T13:20:11.675936+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"March 18, 2022",2023-08-10T02:11:28.038643+00:00
9u1rJQgVlzw,2022-03-18T13:21:31.069131+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musical devotion,2023-08-10T18:41:29.842414+00:00





